b'Take pleasure in ordering from blissful EVERYDAY VALUE MENU only at #PAUL.  Enjoy premium French delicacies at a po\xe2\x80\xa6 https://t.co/H3sHxEfXXi',2020-06-19 07:42:37,0,0,#zomato
"b""@SuspndedAcount @ZomatoIN Ikr! They're just getting pathetic day by day. #zomatosucks #zomato @zomatoin""",2020-06-19 07:39:15,0,0,#zomato
"b'SNACK ATTACK day &amp; night with Chili\'s ""EVERYDAY VALUE MENU"". Our version of pocket-friendly meals come with lip-sma\xe2\x80\xa6 https://t.co/AwDR4LigHk'",2020-06-19 07:35:04,1,0,#zomato
"b'RT @anandbakersdbg: #FunFact \xf0\x9f\xa4\x93\n\xf0\x9f\x91\x89And For Your Favorite #Dessert Order online through #Zomato #Swiggy\nContact: +91-9334413339, +91-9334826113\xe2\x80\xa6'",2020-06-19 07:09:30,0,1,#zomato
b'The spongy juicy Rasogollas are the best thing to have in the hot summer! Order today from your nearest Bikanervala\xe2\x80\xa6 https://t.co/nKodpXroln',2020-06-19 07:03:13,5,1,#zomato
"b'Two for the price of one! \xf0\x9f\x8d\x94 Enjoy mouth-watering burgers from Dunkin with a tempting 50% off! Hurry, grab the offer\xe2\x80\xa6 https://t.co/JJGaQrhdv7'",2020-06-19 06:20:53,1,0,#zomato
b'Dilli6 Ke Paranthe \nGhar Jaisa Khana..\nMeal for 2@Rs.250/- Only\n#dilli6onwheels\n#dilli6onwheels_jiasarai \nWith 2 Ou\xe2\x80\xa6 https://t.co/GftIYr8p4L',2020-06-19 05:59:42,0,0,#zomato
b'Try 9am Tomato Ketchup with your favorite snacks. You can buy online 9am Tomato Ketchup Online on ZOMATO &amp; SWIGGY\xe2\x80\xa6 https://t.co/19S9mTMYxy',2020-06-19 04:52:30,0,0,#zomato
"b""Don't let the lockdown hold you from indulging your Shree Mithai favourites. \n\nOrder your favourite sweets and savo\xe2\x80\xa6 https://t.co/kV5kRWrhhe""",2020-06-19 04:34:19,1,0,#zomato
b'If #Zomato #Swiggy takes away 20-25% what will restaurants make; @OfficialNRAI is this worth; there is a gap here a\xe2\x80\xa6 https://t.co/SaSDrw8fFk',2020-06-19 04:21:40,0,0,#zomato
